href,disease_type,keyword
https://bookinghealth.ru/clinics/treatment/neurosurgery/germany,Нейрохирургия ,Эпилепсия
https://bookinghealth.ru/clinics/treatment/neurosurgery/germany,Нейрохирургия ,Эпиндимома
https://bookinghealth.ru/clinics/treatment/nefrology/germany,Нефрология ,Гематурия
https://bookinghealth.ru/clinics/treatment/nefrology/germany,Нефрология ,Гломерулонефрит (нефропатия)
https://bookinghealth.ru/clinics/treatment/nefrology/germany,Нефрология ,"Интерстициальный (межуточный)
                        нефрит"
https://bookinghealth.ru/clinics/treatment/nefrology/germany,Нефрология ,Мочекаменная болезнь
https://bookinghealth.ru/clinics/treatment/nefrology/germany,Нефрология ,Пиелонефрит
https://bookinghealth.ru/clinics/treatment/nuclear-medicine/germany,Нуклеарная медицина ,"Рак предстательной железы (рак
                        простаты)"
https://bookinghealth.ru/clinics/treatment/nuclear-medicine/germany,Нуклеарная медицина ,Рак щитовидной железы
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Глиобластома (рак мозга)
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Дисгерминома
                        яичников"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Злокачественная опухоль
                        средостения"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Злокачественная тератома яичек
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Злокачественная тератома яичников
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Лимфома желудка (Malt-лимфома)
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Медуллобластома
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Мезотелиома
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Меланома
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Нейробластома
                        (ганглионейробластома)"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Нефробластома (опухоль
                        Вильмса)"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Опухоль желточного мешка
                        яичка"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Опухоль желточного мешка
                        яичника"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Полиэмбриома яичников
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Рабдомиосаркома
                        орбиты"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак гортани
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак двенадцатиперстной кишки
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак желудка
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Рак
                        желчных протоков (Холангиокарцинома)"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак лёгкого
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак мочеточника
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Рак надпочечника (рак коры
                        надпочечника)"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак носоглотки
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак печени
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак пищевода
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак поджелудочной железы
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак почки
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак прямой кишки
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак ротовой полости
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак ротоглотки
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак толстого кишечника
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак трахеи
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак шейки матки
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак щитовидной железы
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Рак эндометрия (рак
                        матки)"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Рак яичника
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Ретинобластома
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Саркома Юинга
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Саркома бедренной кости (остеосаркома)
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Саркома мягких тканей
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Светлоклеточная саркома
                        почки"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Семинома
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Фибросаркома детей
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Фибросаркома детей
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Хориокарцинома
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Эмбриональная карцинома
                        яичек"
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,Эпендимобластома
https://bookinghealth.ru/clinics/treatment/cancer/germany,Онкология ,"Ювенильная
                        назофарингеальная ангиофиброма"
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Артроз голеностопного сустава
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Артроз коленного сустава
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Артроз локтевого сустава
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Артроз локтевого сустава
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Артроз плечевого сустава
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,"Артроз тазобедренного
                        сустава (коксартроз)"
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Бурсит локтевого сустава
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,"Врождённый вывих (дисплазия)
                        тазобедренного сустава"
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Вывих коленной чашечки
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,"Импиджмент-синдром головки бедренной
                        кости"
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,"Импиджмент-синдром
                        плечевого сустава"
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Короткие ноги (конечности)
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Нестабильность коленного сустава
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,"Нестабильность плечевого
                        сустава"
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Остеомиелит костей
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Перелом бедренной кости
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Перелом костей плеча
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Перелом костей предплечья
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Перелом костией голени
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Перелом шейки бедра
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,"Разрыв боковой связки коленного
                        сустава"
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Разрыв мениска
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,"Разрыв передней
                        крестообразной связки"
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,"Разрыв ротаторной манжеты плечевого
                        сустава"
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Саркома Юинга
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Саркома бедренной кости (остеосаркома)
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Состояние после остеосинтеза
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,Хондрома
https://bookinghealth.ru/clinics/treatment/orthopedics/germany,Ортопедия ,"Хронический синовит коленного
                        сустава"
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Абсцесс слюнной железы
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,"Атрезия (сужение) слухового
                        прохода"
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,"Воспаление сосцевидного отростка
                        (мастоидит)"
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Гиперплазия носовых раковин
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Гипертрофия миндалин
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Гломусная опухоль (параганглиома)
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Дефект барабанной перепонки
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Дефект слухового прохода
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Дефект среднего уха
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Деформация ушной раковины
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,"Искривление носовой
                        перегородки"
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,"Камни подчелюстной слюнной
                        железы"
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Камни слюнных желёз
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Кисты голосовых связок
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Короткая уздечка языка
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Липома шеи
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Лопоухость
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Назальный полип
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Нарушение слуха
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Невринома шеи
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Нейросенсорная тугоухость
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Носовые кровотечения
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Опухоль носовых пазух
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Опухоль носоглотки
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Отит среднего уха
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Отосклероз
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Параганглиома шеи
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Паралич голосовых связок
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Перелом носовой кости
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Полипы голосовых связок
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,"Порок развития среднего
                        уха"
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Рак гортани
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Рак миндалины
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Рак носоглотки
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Рак околоушной железы
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Рак ротоглотки
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Рак слюнной железы
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Рак трахеи
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Рак уха
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Ринит (заложенность носа)
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Синусит
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Стеноз трахеи
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Тиннитус
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,"Травматическое искривление
                        носа"
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Фибромы шеи
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Холестеатома уха
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Хронический храп
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,"Хроническое
                        воспаление носовых и придаточных пазух носа"
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,"Хроническое воспаление
                        слюнных желез"
https://bookinghealth.ru/clinics/treatment/otolaryngology/germany,Отоларингология ,Экзостозы слухового прохода
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Внутриглазная опухоль
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,"Воспаление глаз
                        при синдроме Шегрена"
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Врожденная глаукома
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Врожденный невус на веках
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Глаукома
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,"Глаукома в сочетании с
                        катарактой"
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Дегенерация сетчатки
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Деструкция стекловидного тела
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Диабетическая ретинопатия
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Катаракта
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Кератоконус
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,"Макулярная
                        дегенерация сетчатки"
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Макулярный отек
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Медуллоэпителиома
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Миопия (близорукость)
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Новообразование (опухоль) век
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Окклюзия слезного канала
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Окклюзия сосудов глаз
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Острый приступ глаукомы
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Отслойка роговицы
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Отслойка сетчатки
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,"Патология глазодвигательного
                        аппарата (нистагм, косоглазие)"
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Повреждение роговицы
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Помутнение роговицы
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Помутнение стекловидного тела
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Ретинобластома
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Сращение конъюнктивы век
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,"Травматическое повреждение
                        глазного яблока"
https://bookinghealth.ru/clinics/treatment/ophthalmology/germany,Офтальмология ,Эктропион нижнего века
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Акне
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Ассиметрия половых губ
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Базалиома
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Висящая грудь
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Гинекомастия у мужчин
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Гипертрофия половых губ
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Гнойный гидраденит
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Двойной подбородок
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Деформация ареолы груди
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Деформация носа
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Диастаз прямых мышц
                        живота"
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Дисгормональная
                        гиперплазия молочных желез"
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Доброкачественное
                        образование кожи лица"
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Заячья губа
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Заячья губа и волчья пасть
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Избыток веса (ожирение) в области
                        живота"
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Капсульный фиброз
                        грудных имплантатов"
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Келоидные рубцы на губах
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Лимфедема
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Меланома
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Неправильная форма ушей
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Облысение
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Ожирение (избыток веса)
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Повреждения мягких и
                        твердых тканей лица"
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Повреждения мягких тканей
                        лица"
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Подтяжка (пластика) кожи лица
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Подтяжка (пластика) шеи
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Пролежни
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Птоз верхнего века
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Рак молочной железы (Рак груди)
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Расширенное кольцо влагалища
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Редкие ресницы
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Синдактилия (сросшиеся
                        пальцы)"
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Смещение имплантата
                        после увеличения груди"
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Тонкие губы
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Увеличение груди
                        (маммопластика)"
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,Увеличение объема влагалища
https://bookinghealth.ru/clinics/treatment/plastic-surgery/germany,Пластическая хирургия ,"Чрезмерное
                        потоотделение (гипергидроз)"
https://bookinghealth.ru/clinics/treatment/proton-therapy/germany,Протонная терапия ,Глиобластома (рак мозга)
https://bookinghealth.ru/clinics/treatment/proton-therapy/germany,Протонная терапия ,Протонная терапия
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Абсцесс лёгкого
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Атипичная пневмония
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Бронхиальная астма
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Бронхоэктазы
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Лёгочный фиброз
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,"Муковисцидоз (кистозный
                        фиброз)"
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Острый бронхит
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Плеврит со спайками
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Пневмокониоз
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Пневмония
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Пульмональная гипертония
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Саркоидоз
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Силикоз
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,"Синдром обструктивного
                        апноэ сна (СОАС)"
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Стеноз трахеи
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Трахеобронхопатия
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Туберкулез легких
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Фиброзирующий альвеолит
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,"Хронический Обструктивный
                        бронхит"
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,"Экзогенный аллергический
                        альвеолит"
https://bookinghealth.ru/clinics/treatment/pulmonology/germany,Пульмонология ,Эмфизема лёгких
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,"Болезнь
                        Бехтерева"
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Болезнь Бехчета (системный васкулит)
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,"Болезнь Лайма (клещевой
                        Боррелиоз)"
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Васкулит
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Дерматомиозит
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Подагра
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Псориатический артрит
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Ревматоидный артрит
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Синдром Рейно
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Синдром Шегрена
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,"Системная красная
                        волчанка"
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Склеродермия
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Спондилёз
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,Фибромиалгия
https://bookinghealth.ru/clinics/treatment/rheumatology/germany,Ревматология ,"Ювенильный артрит (артрит
                        у детей)"
https://bookinghealth.ru/clinics/treatment/reconstructive-burn-surgery/germany,"Реконструктивная
        ожоговая хирургия ","Ожоги кожи (>
                        35% поверхности кожи)"
https://bookinghealth.ru/clinics/treatment/reproductive-medicine/germany,"Репродуктивная
        медицина ",Женское бесплодие
https://bookinghealth.ru/clinics/treatment/reproductive-medicine/germany,"Репродуктивная
        медицина ",Искусственное осименение
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,"Аневризма аорты
                        (расслаивающая аневризма аорты)"
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,Аневризма брюшной аорты
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,Аневризма почечной артерии
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,Аневризма сонной артерии
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,"Атеросклероз
                        брыжеечной артерии"
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,"Атеросклероз
                        верхних конечностей и стеноз подключичной артерии"
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,"Атеросклероз сосудов
                        нижних конечностей (стадия 4)"
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,Варикозное расширение вен
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,"Варикозное
                        расширение вен с трофической язвой"
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,Диабетическая стопа
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,Лимфедема
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,Стеноз почечной артерии
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,Стеноз сонной артерии
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,"Тромбоз глубоких вен нижних
                        конечностей"
https://bookinghealth.ru/clinics/treatment/vascular-surgery/germany,Сосудистая хирургия ,"Флегмона
                        стопы"
https://bookinghealth.ru/clinics/treatment/internal-medicine/germany,Терапия ,Ревматизм
https://bookinghealth.ru/clinics/treatment/internal-medicine/germany,Терапия ,Стеноз привратника желудка
https://bookinghealth.ru/clinics/treatment/internal-medicine/germany,Терапия ,Холецистит
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Абсцесс лёгкого
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Аневризма грудной аорты
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,"Бронхоплевральная
                        фистула (свищ)"
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Бронхоэктазы
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Буллезная эмфизема легких
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,"Врождённая
                        деформация грудной клетки у детей (Вдавленная или килевидная деформация)"
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Гемоторакс
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,"Дефект грудной стенки
                        после торакотомии"
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,"Злокачественная опухоль
                        средостения"
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,"Лимфома (b-клеточная лимфома)
                        лёгких"
